Genes,1Y,4Y,8Y,23Y,30Y,36Y,40Y
ALDH3A2,761885509.86649,572990644.6507726,550248742.0942093,594164240.3062235,683598902.3411349,841491390.5703533,611715926.3032647
ALDH4A1,4002849780.522519,6910529739.485646,6457591391.931954,9593892401.302917,7545310541.695581,8496679619.227746,7433408819.405537
ALDH5A1,8090804919.350966,4976588633.513109,9368854887.646252,12493773208.192287,13843239540.442604,9925852879.095503,9417356770.537048
ALDH6A1,11541584910.819468,15994172325.072191,15437861764.458588,15522010400.548006,18015901428.6712,15295527518.24315,18866300910.76918
ALDH7A1,8144398017.056645,11629333144.666698,9678021262.197561,13438284384.35338,9497118389.927435,12249668122.011013,10324595263.54073
ALDH9A1,6042694637.556176,8343597726.599948,7237808111.072983,8996213523.772148,9043391576.78554,12508411598.904802,8039660176.362627
ALDOA,144459687135.76147,160662771332.25256,147713323013.58487,163910403424.9811,112784478923.90712,176038421427.09546,157178660126.96106
ALDOB,9953783.152117798,9953783.152117798,9953783.152117798,10152513.21123514,10152513.21123514,34480835.166126944,10152513.21123514
ALDOC,60691195661.826836,71270112002.41382,79145823587.29573,86573637613.98589,73324848578.20892,88665985437.79153,88504606356.25511
ALG1;ALG1L,10122140.082261542,10122140.082261542,10122140.082261542,9507124.298044581,9507124.298044581,9507124.298044581,9507124.298044581
ALOX5,10401582.046778945,10401582.046778945,10401582.046778945,10188341.811457818,10188341.811457818,10188341.811457818,10188341.811457818
ALS2,43426898.09514284,8583355.780012267,8583355.780012267,17123020.82232558,17123020.82232558,28630534.507340513,17123020.82232558
ALYREF,89459851.10353802,83837979.2018547,85321341.40073322,58208783.68772567,287167701.51027906,58208783.68772567,58208783.68772567
AMACR,10329380.861941539,10329380.861941539,10329380.861941539,9985510.259073425,9985510.259073425,9985510.259073425,9985510.259073425
AMER2,200070839.9617077,198070951.51634517,252735009.98326576,34306258.6398125,250975834.0694684,194468170.36442792,275322760.4874284
AMPD2,464368219.3135188,404283124.04913604,269995974.3746096,731042682.1265745,550487129.330175,629741513.9555069,566310433.9097528
AMPD3,61606239.049108066,45550729.69517408,63948511.505886376,20580978.202819027,76472597.69965108,167788419.62117842,74643583.44645923
AMPH,8596368402.152988,9511710343.342108,8509481949.767129,10464250470.436195,10754713391.104013,9039438096.676432,8311857984.417546
AMT,11160932.163842365,11160932.163842365,11160932.163842365,10305250.64539584,10305250.64539584,10305250.64539584,10305250.64539584
ANAPC2,9757298.986629812,9757298.986629812,9757298.986629812,9637305.566112487,9637305.566112487,9637305.566112487,9637305.566112487
ANK1,129242327.16042034,10485999.515225697,676151333.3705432,12555328.694824805,165823859.38589278,79176366.97944587,1477139018.3518212
ANK2,44865351107.0525,40109133031.12688,34897399490.775795,46004942814.74788,43422649932.41192,41787185854.811134,34013846808.16027
ANK3,2739351217.143783,3825410603.179671,3796980533.600379,4580946174.453086,4041353145.975571,3715613038.5253406,5538486112.809567
