Gene2,AAK1,ABI1,ABI2,ACTB,ACTG1,ADD1,ADD2,ADD3,AGRN,AMPH,ANK2,ANXA1,AP3D1,ATP1A1,ATP2B1,ATP2B2,ATP6V0D1,ATP6V1B1,C1QBP,CACNG3,CAMK2B,CANX,CAP2,CDC42,CDH10,CDH2,CNTN2,CNTNAP1,CORO1A,CSPG5,CTBP1,CTNNB1,CTNND2,DBNL,DLG3,DLGAP1,DLGAP2,DNM2,DNM3,DPYSL3,DYNLL2,EPHA4,ERC2,EXOC3,EXOC4,GABBR1,GABBR2,GABRA4,GAP43,GOT1,GRIA4,GRIN2A,GRIN2B,GRM3,GRM5,GSK3B,HRAS,HSPA8,HTT,INA,KCNA1,KCNA2,KCNMA1,KCTD12,KCTD16,LIN7A,LRRC7,MAP1B,MAP2,MAPT,MINK1,MPP2,NAPA,NLGN2,NRGN,NRXN1,NRXN2,NSF,NTRK2,OLFM1,PACSIN1,PALM,PCLO,PDE2A,PEBP1,PFN1,PFN2,PICALM,PKP4,PLCB1,PPFIA1,PPFIA2,PPP2R1A,PPP3CA,PPP3CC,PRKACA,PRKAR1A,PRKAR2B,PSD3,PURA,RAB10,RAB18,RAB21,RAB35,RAB3C,RAB3D,RAB5A,RAB5C,RAB8B,RABAC1,RAPGEF4,RHOA,RIMBP2,RIMS1,RIMS2,RPH3A,RPS18,RTN3,RTN4,SCN2A,SLC18A2,SLC1A2,SLC32A1,SLC6A17,SNCA,SPTBN1,SPTBN2,STX1B,STX4,STX6,STX7,STXBP1,STXBP3,STXBP5,SV2A,SV2B,SYN1,SYNGR2,SYNGR3,SYNJ1,SYNJ2,SYP,SYT1,SYT12,SYT2,SYT7,TNR,TUBA1A,VAMP2,VCP,VDAC1,VPS45,VTI1A,WASF1,WDR7,YWHAE,YWHAG,YWHAH,YWHAQ,YWHAZ,mean,group
BSN,4.7632231550999995,4.508451427299999,5.430625161799998,4.768572227900001,5.426308732999998,4.8495827584,4.6943073918,4.9596187798,5.562793786000001,5.309965088299999,5.309291078000002,5.5879861126999995,5.880157631200001,5.5832844098,4.8061527187,5.260073050399999,5.972830142399999,5.176719161399999,4.9456295679999975,5.727951644099997,5.164278368999999,5.9050784643,5.1532423200999995,4.914685857599999,5.013495155,5.423381096799999,5.5045215514,5.002605426400001,4.5943552406000014,5.360310475300001,4.881418225399998,6.186911004999998,5.041535446,6.074922526,5.041208919333332,4.0992196206000004,4.832448447899999,6.0357901303000006,5.264268567399999,4.7047231771,5.327033402999997,5.352133390400001,5.379621293,6.089151747299999,5.193801905499999,5.530286838400001,5.243241596299999,4.726890946699999,4.832592404800001,4.842664359999998,4.4984436402,4.860394177400002,4.852748912900001,5.336630430699999,5.4287656444,5.556515419399999,5.294838111299999,5.480535799200001,4.054684694700001,5.210828911999999,5.121434171999999,5.243562062399997,5.541729045999998,5.123566890399998,3.386582531299999,5.624012454399998,5.218246046999999,4.992650263399998,5.796408541399999,6.0357794979999975,4.8293645320000005,4.361660308399999,5.452243122299999,4.946729532999999,4.966569754599999,5.923262796,4.765399485399999,5.6667520607,5.125578805999997,4.6077168095,5.7407478380999954,5.377620239999999,4.7976785575999985,5.1635894953999975,5.534629692299999,5.068360715,5.248295847999998,5.5360329514,6.213258666999999,6.154856805800001,4.971988146999999,4.969653349999997,5.0475354623,5.419688002399996,5.511926367999999,6.037981293399995,5.732715151799997,5.323905304799999,4.5425212956999985,5.008523912699999,5.255560030999996,4.5431672121999975,4.678757554299999,5.076062724500001,5.194837718999999,5.246863862599998,5.315365151399998,5.266405495399999,5.2059250404,4.970583049599998,5.0959995811,5.029490033799998,4.824967602999999,5.205286841199999,4.9321025036,5.289592570599998,5.8614424373999965,5.901375768299999,4.804701328399999,5.046770929599999,4.915963437299998,6.619187586999999,6.0635722553999996,5.494781350099995,5.287555618199997,5.2987916403999975,5.083435707299997,5.507238705333334,5.570052901599999,5.266027381000001,4.222663636499998,6.221394225999997,5.0521720505999985,4.8441643268,4.902495536399999,5.562432637799999,4.8281341294,4.867786199399999,5.771931647,5.7863157930000035,5.2187755368,5.509317147400001,5.330699912599998,5.2653324116999976,5.362275962299999,4.9637166968000015,5.187854615199998,5.013779191699999,5.051911501999999,5.004587794400001,5.455891041399998,5.018772157999999,5.105061007700001,5.4888850126,4.885181266500001,5.280786522333335,5.145555093799998,5.4903008074000015,5.5188286013,5.036536416700001,5.226186802441875,1
EBNA1BP2,4.402502076499998,4.555288072999999,4.6789408444000005,4.842942909575001,5.547244778300004,5.143531597000001,4.9208287186999975,4.338324893800003,4.864079721,4.469395336999998,4.666548276999998,5.4067673156,4.3588350311,5.513555178,5.856636814000001,4.8372093797,5.2618208952000005,4.796569721000001,4.899697260399997,4.556775955199998,4.662909975,4.853408498400001,3.8951483854999993,4.534440394800002,3.813840576299999,4.764706316,4.597392108399999,4.065500379,5.801720246,4.0117440663,4.7751363369999975,6.828642192,3.8478653317,4.8611919354,4.906880455,3.4133585776,3.434968449499997,6.2799432390000005,4.790269197999999,4.623298476,4.2748020553,5.66165459,4.327656534799998,4.542526921400002,4.2702444718,4.216017766999999,3.9421227387999984,3.6148215433999997,4.370326070800002,4.5027225224,3.666768630699999,5.1864190301000015,4.800388376,3.7224002344,4.894627463000001,5.1564766744999995,4.842239469200002,5.374755142000001,5.685557025999997,4.2142337322999985,4.0815202369999986,4.639706609599999,5.191474538999997,4.365619052400001,3.5754398635999984,3.5979254424000002,5.050304170699999,3.9701840521999987,4.894495589,6.2491472929999965,4.690953740000001,3.7302491552999992,4.7102154039999995,4.4487548803,4.1943664556,5.055210058,4.397872327000002,4.7827160433,5.222496156999999,4.2596625271000015,4.241426187700002,4.838667408999999,5.211608228599999,5.310577097999999,4.371939849800001,4.1459808374,5.406471198999999,5.3119055083,3.457576804,5.791459415000002,5.113198548500001,4.623690988000001,4.557557275299999,4.7319733917,4.6068616364,5.204438172999999,4.3218265034000005,3.7447223902999998,4.5118717347000015,4.0103655254,3.8916051337999993,4.2206725344,3.9987082797999984,4.463403089299999,3.604012908000002,4.3905187698,4.958449961,3.8972218926,4.129102535799999,4.1820992986,4.639748883999999,4.295204136699998,3.3450088545,5.0355273319999965,5.310863422999998,4.960947414400001,4.1263416368999986,4.430399423700001,4.7412836088,5.280207305999999,4.550498974399999,4.6756520437,4.365392677999998,4.276784342599998,4.915165041699998,5.897885696999996,4.6402101964,4.5722205323999985,4.712533410899999,3.9710408524000003,4.5494908623,5.5902429194000005,3.8481506476,4.868014389299999,5.0074056724,3.3099085070999994,5.048029349800001,3.3933258668,4.3338568644,5.628136715000003,4.453306442399999,4.525230762499999,5.847320934800003,4.7985952057,5.200590050899999,4.6604154736000005,4.666215298399999,4.509494489,4.745530057799999,5.605441201000001,4.3458240811,4.362888609999999,4.2100629990000025,4.979577446,3.8877089221999985,5.441183574400001,4.589515286299998,4.502169499299998,4.1654067807,4.672565662,4.629958549819219,0
STAB1,4.587828915099999,4.6482406167,4.634042833699998,4.634212356999999,4.474135372399998,4.555379118999997,4.347442263399997,4.462977748999999,4.241874387400001,4.035342800399999,5.2038146613,4.6049328560000005,3.9875001107999988,4.897194405000001,4.921013246399999,4.887257674999997,5.175432813599998,4.036380553,4.462597828800001,4.4675579305,4.8752354111999985,4.985886463499999,4.265138455099999,4.4837659496999995,4.236772338,3.6567175675000017,4.456288879200001,4.0070384194000015,4.286531842699997,4.099101435799998,4.762826830300001,6.319169880999997,4.098416058399998,5.030432696599999,4.064634933700002,4.324947458599999,4.607103611799999,4.1600268500999995,4.810646477700001,4.949240078299999,4.4797223626,4.681437807199999,4.591008891800001,4.088580929399999,4.832550193700001,4.171091691399998,4.7240998019,4.545427363399998,4.3464574997000005,4.5017437870000006,3.7647909140999984,4.660840100400001,4.2744881838,4.312976910799999,5.460205488400002,4.327081643799998,4.5109369899999985,4.891387510399998,3.8996440254,4.582623092899999,4.311981756000001,4.2516340810000015,4.984038932999999,3.9691153693000008,3.3281647014999978,4.193411819999998,4.2720410091000005,5.123437555999998,4.588497320000002,6.671413898,4.2382151067,3.7814715309999993,5.1070967831999985,4.115315289100001,4.543265904599998,5.777263162000001,3.7284314456999983,4.579177589599998,5.4852294204000005,4.6595112799999985,3.909220628699999,4.288424276000001,5.272452663000001,4.356697577699999,4.5355007939,4.727093298699998,5.1855771054,4.456640986399998,4.107354239399998,5.4402758329999985,4.8029099446000005,4.5015610318,4.1587629232,4.694562243499999,4.370400193000001,4.298181627399998,4.9359924142999985,4.606344602799998,4.952355697399998,4.1909012152999985,3.9178915558000025,4.308705679999999,4.8570233131,4.5628543514999995,4.423396899299998,4.4102435187,5.052818668700001,4.662949691699998,4.449336466599999,4.501317499299998,4.174191731999998,4.753749754499999,4.278084302199998,5.4159095870000025,4.962712821399999,4.781346891,4.559456560199999,4.356018918199998,4.796647632899997,4.7719480243999985,4.2362158574,5.2818193954,5.1461406258,3.9033354766,4.9213479069999995,5.114833054,4.316149526999998,3.8578726645999977,4.436019476099999,4.556731966399999,4.711264519499999,5.008062210599999,4.551459839399997,3.9584347474,3.9492418608,4.4542790530000005,3.866623107,4.437322404299999,4.0907002599,4.8116568892,3.947472456499997,3.8930284205,4.635583690799999,3.7169638446999977,4.467602128399999,4.337880849999999,4.3600580124000015,4.4043731853,4.1435493736,4.5194665610000015,3.9612513184000018,4.2137472247000005,5.100137533000001,4.956860227399999,4.4110294301,5.0226964744,4.2227191609,4.837076962799998,4.518892646299999,5.123751242999999,4.533077212668749,0
TMIGD2,4.0279009709999976,4.209878233199998,3.4618080898999994,4.752973527700002,4.346328613199998,4.101173613799999,4.1810594425,3.883308384399998,4.6043179559999965,4.048370731599998,4.450860907999998,4.185347125399998,4.75410353,5.212015242700001,5.199138608000001,5.0117353369999975,4.4380437407999995,4.007876865199998,3.3941991038999992,4.2997091429999985,3.1343232807999994,3.690216201,3.8099383002,4.157632159699999,3.6472039592000014,4.053227126699999,4.3350861692,4.199120671500001,5.559125120399999,4.210938951400002,4.115575566,5.9960028867,4.292794344999999,5.051458545400001,4.5759900597000005,3.2614719775999994,3.945495834799998,4.820875356000001,5.004412798399999,4.4628603063000005,3.722005789800001,5.279303423999998,4.6547859716,3.5121248956999995,4.6881755714999995,4.177296948999999,4.1583976376,4.6494951487,3.9099472126999997,3.4485414439,3.9721584175999975,5.294960923400002,5.005006959399998,3.2251446274999997,4.9747497221999994,4.3405894483999985,3.5390631496999982,4.349297269199997,5.1549166322,4.0334355732,3.745036980799999,4.384348157599999,4.6288769257,3.957223062699998,3.5612096733999987,4.530375159099999,4.6697313019,4.441174222400001,5.121006656399998,5.5004087285999965,4.698405310400003,4.2950985617000015,4.1290849773,3.985478792599998,3.9701877126999996,4.547353160199999,4.283752738799998,4.171160626899998,5.4445306979999994,4.4636886158,4.350124084,4.373217608499997,4.973751237200002,4.214505988599998,3.6173748009,4.044992844099999,3.3976043225999986,3.9264997033999975,4.835471737999997,5.037303541999998,3.5847764257999986,3.478605357399997,3.5943577072000004,4.108405870500001,4.2637866527999995,4.1151377152,3.4027160365,3.7825808656,4.237256541299996,4.0554202436,3.9844705155999987,3.8364082108000015,4.0547632489,4.150364751199998,4.7450545592,3.951749615399998,4.115985821599998,4.074631516599998,4.1641965668999985,3.9652511777000017,4.2028477098,3.9826066422999986,3.439726641433333,5.2495496422,4.602147829999998,4.635337963999999,4.0081570387,4.1466249806,4.541039040899999,4.326721455099998,3.7479174709999983,4.444897285400001,4.487100964100001,3.9478448141999984,4.340372639999999,4.9119701804,4.7539719834,3.400351629,4.188701516399998,3.8970325694,4.554484480099998,3.7222167834999977,4.053637756499999,4.9104822091,4.4691809643,3.668871487000001,4.354138500400001,3.9110024734,3.491774747,4.485485089399997,4.0079411661,4.175870015,4.7668879098,4.087507584799998,4.0875181406999985,4.141556809499999,4.944220178000001,4.408795115299999,4.055228926999999,5.2476141003333305,4.071179527200002,3.9188157249999978,4.143555437300002,4.2491690425999975,4.832542396699999,4.3190999551,3.9460232377999986,3.6862435295,4.422713904100001,3.968569090799997,4.264408994777291,0
UBA3,4.7069090499999975,4.755292250399999,5.175037271199999,4.4187628114000015,5.0360579763,3.9407649019999993,4.5083400237,4.069691473800002,4.958487000999998,4.812515327599998,5.613524348999998,4.624419037900001,4.506217360499998,4.81326115,5.1527308399999985,4.344259256999998,4.055145890199999,4.885857045000002,5.079928659599999,4.1645334669999965,4.792532302999999,5.5022195627,3.9602694295,5.291771282300001,3.904867832999998,4.371471325999998,5.122280454799999,4.328094305399998,4.753449029999998,3.9932156116,4.4393258076999995,7.013644932,3.7204008483999984,4.902779535000001,5.403798328399997,3.1679965695999983,3.781040644999997,5.4615235023,5.422494223000001,5.013745161300001,3.587496378499998,4.422807482,4.247941379800002,4.3486568293,5.441161267200002,3.9111045124,4.428858743199998,4.5196027924,3.947657881600001,4.665378357100001,4.382345228699998,4.587698067400001,4.788768662299998,4.2044078062,4.3392494047999985,5.000380536499998,4.7880123157000005,5.7545298744,5.631997949000001,3.863496504099997,4.4140704739,4.196489238099998,4.2182736076,3.3577985105999977,3.6692422719999978,6.557947756399997,4.8784011089999995,5.0855701027999975,5.819225106399999,6.891362808999999,4.700937925999998,4.457501536999999,4.4020845143999985,4.529686192399998,4.4046817662,5.6643711309999984,4.905932880199999,4.9063855141999975,5.137447455199999,4.124183361099997,4.7184412271,5.001497679299999,4.840185056400001,4.623252651966667,3.6180446275999993,4.4861157102,5.363620606999998,5.607236419,4.5556683844,5.751697664999997,4.586437303199999,4.647793651199999,4.591629642700002,5.201968410099998,4.653511097699999,3.8058841917,4.738927993399997,4.134040624100002,3.2953960500000004,4.900100805799999,4.530806860800001,4.140230106000001,5.587242620999998,4.785226893999999,4.9418205684,3.7110011605,4.452722831700002,4.135828348799997,4.982620879799999,4.474465256200001,4.123337751399999,3.978501129599999,4.0658578845,5.198067899999997,5.209761089800001,5.239463551699997,3.3152543275,3.351885616,4.553184580300001,4.554755688399998,4.2665996525,4.618187518000001,3.9437551175999985,4.0663555622,4.3481665637,6.020933963999998,5.032933919,4.4488500891000005,5.6262719294000005,4.5094125728,5.2654241559,5.592589115299997,4.598755963,4.501948248999997,4.412618823499998,4.204060205500001,5.116355318399999,4.0804324439,4.143392275999998,5.314133129299997,3.9136231924000002,4.143211600399998,5.510584144800003,4.2134281548,4.951015729699998,5.4157211631,4.8934684347,4.789236745299999,4.707118071599998,5.615481761,4.064562909500002,4.203237485199999,4.3586611831,4.7685210627,4.649192747299999,5.027365433,3.7108196320999984,4.5124612012,4.7729820707,4.987818899999999,4.655781088160416,0
ZNF706,4.281388707,4.638101356999999,3.740270802399998,3.9070752581999986,4.004738167299998,4.0068221374,4.0293124957999975,4.9306151819999995,5.1051869014,4.537153568399998,5.3568262419999995,4.747515226699999,3.9219095289,5.345785734999997,4.826477007699999,3.6865976456999987,3.7870873832000016,4.653784276999999,4.249291440399999,4.815763830399999,4.116478611299999,4.698334802800001,3.3622824730999987,4.1133438944,4.325963081099999,4.188680333600002,4.3339728269999975,3.7981663383999997,4.4070622668,3.810661898,4.1986923547,6.4978437240000035,3.567208088,4.150089453399999,5.2187636290000015,2.7108882441999977,3.6396032056999967,4.2362671468,4.3725150744000025,4.2602011621,4.442710384,4.323141189999999,4.768555161600001,4.039434495999998,4.449753304000001,3.8985833139999984,4.703918185799999,4.503278706099998,4.3666181969999975,4.0722132590000015,3.551181225099999,4.3900671724,5.0926271286999985,4.259817825999998,4.393427934699998,4.4841305046,4.567313706000001,4.3507597739999975,4.837256462999999,4.957504748,4.248668680399998,4.0185001367999975,4.745803364000001,4.633764641400001,4.078946155999996,4.077485534999999,4.524840520799999,4.9388466740000005,5.697480213999997,6.268764521999997,4.571004059000001,4.1589231262,3.4986205968000017,3.704986424200001,4.282852579300001,5.713308213999998,3.8050325042,3.8755069577,5.473580457000001,3.7710225568,3.8575565737,4.4060096375,3.9067073797999985,4.510533461199997,4.1357644627,4.589933179799997,4.129368938699998,4.304776237100001,3.8647643328000014,5.037025709200001,3.8442504079999993,5.030909367199998,4.180412531099998,4.4941000805,4.562738390099999,3.7670482052,3.4847611331,4.960804282,3.9956537979999984,4.591448817300002,4.3698409144,4.059521440099998,5.057972673199998,3.9895181714,4.566354349999999,4.364649222300001,4.574311244000001,3.4921214603000004,4.4736912184,4.702409060000001,3.6585565676000016,4.4059030889,3.7180490712999963,4.965586093399997,4.6211812014,3.8551164704,3.581311726999998,3.7885548805,4.096744195999999,4.049595032399998,4.2042914092000006,4.964962506199999,4.540001239,4.601069119799998,3.563062221,5.209467558000001,4.661360308999999,3.9254662156000006,4.147625584699998,4.2682032394,4.745361612499998,4.0564217384,3.8418143730999983,4.539732897000001,4.062378952599999,4.045787093999999,4.417365167000001,3.4402717477999984,4.326643640999999,4.8129680507,4.0236409519999965,3.8147647972000005,4.028096104599999,3.8286250125,4.664162600800001,4.018133786299999,4.048927801399998,4.152061777700002,4.16947992,5.151460748999998,4.625833379000002,4.355851992000002,4.73850771,3.9986489075999994,3.8380960124000003,3.679547702499998,4.4442848043000005,5.027416568799999,4.664870964700002,3.688123508100001,4.328120605232499,0
MAPK12,4.130583113799998,4.6024019541999985,4.801845995000002,4.506560817999999,4.504997937799998,4.578103127500003,4.5168440400000005,4.2625488874,4.4500136675999995,3.7139635876,5.6191028313999976,3.9056487929000014,3.8882466368000013,5.292298021999999,5.149041579999999,3.9593682888999977,5.0203537293999965,4.0702986655999975,3.6656880683000015,4.1246884052000015,4.505271618000001,4.1683087514,3.7029379621999987,3.8134452482,3.2240217725999987,3.430596888400001,3.7785538402,3.7387731803000017,4.514852576699997,4.1158980837,4.239241128799998,6.073132956,3.6289614248000004,5.1313574854000015,5.209975620999999,3.8742892568,4.164622528500002,4.929827244699999,4.961672762800001,4.4154277471,4.1074903877999995,3.9820516989,3.0421436718000012,3.572922107099999,4.005315932299999,3.9638382581999987,3.5153916152,3.3463782141999987,4.0097085427999986,3.8325037090999983,4.331988235200002,4.917858636199998,5.4145969749999985,3.939555128,5.4167266497,7.140368273300003,3.9124444618,4.7375633653000015,4.804676031700001,4.012767336000001,3.0328496782999985,3.8501673234,4.4258831034,3.9552278529000016,2.8838891880999986,3.5888586357,4.9257963986,4.135590057399998,4.241754534,6.317848900999999,4.000947468400002,4.691136531000001,3.4416030843999987,3.724125688099999,4.0728583021999984,4.294458733699998,3.2118461224000012,4.7554729214,5.2694949069999995,4.09660176,3.4243620597000004,3.8507286972,4.718056144799999,4.233702632000002,3.6814712665000013,3.2822917404999994,4.399244800399999,4.8187618080000005,3.7081587464999997,5.477548120999996,4.6078740804,3.9277679558,3.6000293133000008,4.344839486699998,4.0146420695,8.558084332000004,4.6493538888,3.8208716428999994,4.998396291999999,3.8599441471999985,3.8822435886000015,4.282139574400002,4.101506735500001,3.5862736437666665,3.7450400502999983,4.0250272987,3.6235671117000003,3.6855744811999993,4.144586588599998,3.5404553290000007,4.601300157800001,3.7389224259999994,4.176114291099998,4.9631941922000005,4.0946158424000005,4.849570250000002,4.034329996399999,4.067984922799998,4.358920112899998,4.332892465399999,3.5521388651999986,5.142951652099999,3.6322189689000015,3.9301477632,4.4287769222,5.1128985583999995,4.0975870933,3.132597194999999,3.643156100000001,3.5446973884000013,3.4611565972000005,4.797703302999999,4.1344865950999985,4.2487053674,3.3421197509,3.2097010147,3.9799249843999998,3.809190154400001,3.557199599099998,4.050119589,4.4980549204,3.8150976405000008,4.9015510709,4.275731788199999,4.5828380706999985,3.6579117447999985,4.5961570035999975,3.9329016789999987,3.9885771547,5.3469567114000025,4.142163045199999,4.531726840199999,3.8350058244999987,3.751665520700002,3.4734171014999986,4.302018349999998,3.8577362164,3.6852638208,3.5594976964000007,4.587711763599999,4.220289477233541,0
SLC43A1,3.805632049400001,4.277216720899999,4.8949292170000005,4.530707121,4.940351446000003,3.907971940399999,4.1694167649999985,4.092700495200002,4.7443166107,4.076254417699999,4.3775930025999985,4.7092564861,4.700265096599999,5.4127169278,5.759055018999999,4.260148950399999,4.1561128118,4.542224387300001,4.1982385837999985,4.475278008099998,4.684533945000001,5.560160217400003,3.8814784684999983,4.4009746413999995,4.754360258399999,4.674381886399999,4.916878968399998,3.7354087522999992,5.273819151399998,4.302035108399998,4.183357593499999,6.807595379000003,3.6017042383000013,4.3473207332,4.095088407399999,3.861625047,3.665661164899998,6.201976207,4.411525178999997,4.700249311000001,4.015868961199998,5.020704882999999,4.2988699524000005,3.7948047776,4.5413504079,3.8885425686,3.8627270767000006,3.852458661999997,4.460269618499999,4.593839200199999,4.8292908783999975,4.999246242100001,4.5442711739999995,4.1000724572000005,4.9184470354000025,5.1096272879,4.874205451800001,4.9849151759999994,5.799123731,4.339947353099999,3.8379762367,4.4578076712,4.446180460199999,4.043744470299998,3.4490326027999982,4.1423201989999985,5.172961782399999,3.7943715489999987,4.893504339699999,6.08107145,4.250412097999998,3.9522963594,4.516161875299999,4.463421903200001,3.618039016799999,5.004265932000001,4.29019214,5.124311209,5.2538597066,4.071539898000001,4.018280418200002,3.8780147947000003,5.010078664399999,4.929321696000001,4.175760347199998,4.151284451799999,4.799887861999999,5.1266472953,3.952278416599999,5.4817866739999985,3.988155807199998,4.2657377582,4.8158112824,4.6411125161,4.308091069599999,4.435594413799997,4.5507528848000005,3.9594346734999983,4.023482664199998,4.027116018800002,4.152128942300001,3.8981724776,4.5005835337,4.649740498700002,4.104573995399998,4.1528256820000005,4.5063719667,4.447133077000001,4.453414221400001,4.3161101993000015,4.0384552401999985,4.230589871399999,3.3825628212,5.160719620399999,5.293899759699993,4.694403425000002,3.7004298162,4.1372886848000014,4.320775748299998,4.285419654199997,7.322314666299998,5.3001866899999985,4.036910113799999,4.392106468,4.699120389300003,5.671605865000001,4.6150140178,3.6645104453999986,4.2336959832,4.2352873658,4.509478273899999,4.527887263299999,4.0825335996,4.492801976699999,4.655542217699999,3.4380931556000003,5.374817039399999,4.314289745600001,3.649895463100001,5.018715132400003,4.206483007399998,4.7762682922,4.832395946499999,4.019808949500002,4.521399318400001,4.737790193699999,4.4308405397,4.2690303719,4.425498854300002,5.293302725000001,4.1815018126000005,4.1537538868000015,3.3817828660000004,4.4833692379,4.123335690099999,4.4653125805,4.2834035346000014,4.8453666377000015,4.6246470888,4.650225772399999,4.485544541446875,0
CD80,4.256208501299998,5.6060952059999964,5.020756287400001,4.361700378800004,4.959506984999998,4.900279827,4.795624779399999,3.8721128253500003,4.1608253074,3.7879305607,4.592558307000002,4.549251804399999,4.300829627999998,5.1790647733999995,5.243179171,4.4895276425,4.6139508307999995,3.3171331064000005,3.8404423489,4.052045753399998,5.009845650999998,4.962478094399999,3.8662805731999987,4.064810145099998,3.7658312385666655,4.048466006999998,4.370806153099998,3.879254106999999,4.490282999,3.7780507563,4.4969274664,5.969885502800001,3.6833832145999987,5.248421629199999,5.511055699999997,3.1654278577999992,3.642992857399999,4.766216353399997,4.307723678,4.221152900599997,4.2435721057,5.2741402950000005,4.1403672766,3.6273918130999987,4.5354703684,4.5023092695,3.987851503099999,4.283586298100001,4.5485265015,3.8802998804000004,3.5896920025999983,4.425546065699999,4.5180339699999985,3.8538187454000004,4.624426519899997,4.420851544000001,4.3841549732999985,4.712982416300002,5.408430256999999,4.5042210671,4.3381928251,3.956622082199999,4.8006297249999985,4.586461977799998,3.7628618507,4.108647659199998,4.704850459600001,4.205039702999998,4.914511695399999,5.078358399300002,4.601230224800001,5.049319504499996,4.106789226799998,3.6488948627999993,4.0786238773,4.738093512399998,3.8678098107,4.990139941799999,5.2517952094,4.3101190315999975,3.9017589490999978,4.027333236799998,4.505070743400003,4.637254948,4.7467365169,4.5371996027,4.344968175600001,4.609914272199999,3.8829961853999984,6.2699799339999975,4.138369334466667,4.2183709282,3.3443889063999985,4.159683929699998,3.782827821099998,4.179920781800002,4.862563597099999,4.1188936490999986,4.176398065800003,4.319760036,4.3925504344999995,3.7977705893000007,3.7436967545999997,3.5304260531000007,4.2176213796,3.9163975934,3.787901973,3.8436305413,3.7587262825,4.279911773400001,4.1707516928,4.1032195927,4.257999237400001,4.921776065799998,5.1391070144999995,4.462521565199999,4.8666210729999975,4.4413549848,4.915909472699999,4.374642206699998,3.9802870746,4.3999524908000005,3.863217707600001,3.9222771837999986,4.929929799999999,4.743374511000002,4.619948238400001,4.1711638862,4.091793010999998,3.6228679015,4.484557453099999,5.4960472330000005,3.2593102485000003,3.9033590182999984,4.443824549100001,4.243792981599999,3.6948198833,3.7334349315999993,4.2277783525,4.8320581764,3.9607174470000017,3.669483566999999,4.299781360199998,3.1935477948000006,3.5289484575,3.9830445269999997,4.368345918999999,4.2783336322000025,3.5924652305999984,5.031373381999999,4.4351545031,4.5196740661,4.424562619799998,3.9224750847999994,4.1623011371,4.788397039,4.6214715464,3.6986847449,5.0012346427,4.7099956284000015,4.33908558885677,0
ITM2A,4.392036224700002,4.409188883000001,4.9799974698,5.106175824899999,5.40885043,4.7229198,4.5640741583999995,4.2842579771,4.858003348000002,4.473660131400003,5.282291730999999,5.620988363999999,4.814844194699997,5.136109497333332,4.957178951,4.093615978199998,4.646200853399998,4.8556515883000015,4.5726665326,4.7146318123,4.918880401000002,5.0595902094000005,3.6026271737999997,4.570901773399998,4.250616595199999,5.314988730000001,5.107088118999999,4.213147524799997,5.3043559583999995,5.110904379599998,4.8416873203999975,5.631756056000001,3.656747882,4.040250942,4.601672338999999,3.1748078521999976,3.4446959131999986,6.010092867000001,4.541871031000002,4.711650111999999,4.266017758700001,5.453141111999997,5.0588360022000005,4.518629374300006,3.886065811799999,3.9710693565000015,3.7641716270000014,4.193505272699998,4.9411567485,4.438569567699999,4.964688855999998,5.162635509000003,5.077586518,3.9749526641999973,4.793686385999999,5.288178116,5.7657020029999995,4.9749620344,5.1232961464,4.519326569399999,4.032516429800001,4.5134069904,4.015882075999998,5.146363761000001,3.0120116307999987,4.1984016379,4.512363259999999,4.9464016744000014,5.729519562999999,5.379418337000001,4.309973118299999,3.7715744929999984,5.2112295051999995,4.196154061699997,3.5472045496999987,4.655800458000001,4.05387693,4.582613653700001,6.0249973039999976,4.048980297200002,4.110461535199999,4.6740135914,4.3850615502000005,5.506071319000004,4.886495920400002,3.985252482299999,4.912382875999999,5.240771210299999,4.723152079600001,5.290498194,4.185270429800001,4.562000018000001,4.6917143382,5.170450403399999,4.673719548999999,4.9125660442,4.7818414222,4.472465106000004,3.3009184729999985,4.3314026180999985,5.250485671599997,4.045492231400002,4.1476081005999985,4.2080374851,4.962829000400001,4.528915389399999,4.532491267000001,4.386608482700002,4.3046912333,3.811831856800002,4.032262198599998,4.7324730844,3.3238987197000016,5.423211923399996,4.617043184999999,5.215882016700001,4.7555352791,4.0990230276999995,5.010478901599998,4.651231410899998,4.549140894399998,5.356489574699998,3.876466515899998,4.044284727699998,6.535775889999997,5.106927401,3.9805169050000018,3.8461237324000006,4.9929246036000015,4.5434905156999985,4.895810137699998,6.180830687,4.148385211400002,4.543031059399999,5.0192022405,4.0601792482,4.776619400700001,3.3239019042000013,4.2458257016999985,5.112888573999999,4.737398956999997,4.681001943099998,5.5651603768,4.352227767799999,4.741534719,4.856862565799999,5.042140776199999,4.137951762000002,4.4501084105,5.595788712400001,4.6511882693,4.519773484999998,4.6041463361,4.3043319603000025,4.480723241600001,5.019880314000003,4.826076699999999,4.819390152499998,4.837958222099999,5.3651353794,4.647441741851458,0
